# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
31.56           	U               	(-1.18957480e-01 -4.84413781e-01 -9.34059708e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165194e-02 1.83863713e-01 8.24418411e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.57           	p               	-7.94022093e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459665e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.57           	U               	(-1.18957479e-01 -4.84413782e-01 -9.34059708e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165191e-02 1.83863714e-01 8.24418411e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.58           	p               	-7.94022090e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459666e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.58           	U               	(-1.18957479e-01 -4.84413782e-01 -9.34059807e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165189e-02 1.83863713e-01 8.24418394e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.59           	p               	-7.94022090e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459666e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.59           	U               	(-1.18957479e-01 -4.84413781e-01 -9.34059807e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165188e-02 1.83863713e-01 8.24418394e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.6            	p               	-7.94022087e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459666e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.6            	U               	(-1.18957479e-01 -4.84413781e-01 -9.34059638e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165186e-02 1.83863713e-01 8.24418383e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.61           	p               	-7.94022086e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459666e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.61           	U               	(-1.18957479e-01 -4.84413781e-01 -9.34059596e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165187e-02 1.83863713e-01 8.24418379e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.62           	p               	-7.94022086e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459666e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.62           	U               	(-1.18957480e-01 -4.84413781e-01 -9.34059596e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165189e-02 1.83863713e-01 8.24418379e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.63           	p               	-7.94022086e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459666e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.63           	U               	(-1.18957480e-01 -4.84413781e-01 -9.34059596e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165190e-02 1.83863712e-01 8.24418379e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.64           	p               	-7.94022086e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459666e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.64           	U               	(-1.18957480e-01 -4.84413781e-01 -9.34059596e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165191e-02 1.83863712e-01 8.24418379e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.65           	p               	-7.94022086e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459666e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.65           	U               	(-1.18957481e-01 -4.84413782e-01 -9.34059596e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165193e-02 1.83863712e-01 8.24418379e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.66           	p               	-7.94022091e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459665e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.66           	U               	(-1.18957481e-01 -4.84413782e-01 -9.34059862e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165195e-02 1.83863712e-01 8.24418409e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.67           	p               	-7.94022091e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459665e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.67           	U               	(-1.18957480e-01 -4.84413782e-01 -9.34059862e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165197e-02 1.83863712e-01 8.24418409e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.68           	p               	-7.94022096e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459664e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.68           	U               	(-1.18957480e-01 -4.84413783e-01 -9.34059756e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165199e-02 1.83863712e-01 8.24418431e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.69           	p               	-7.94022099e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459664e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.69           	U               	(-1.18957479e-01 -4.84413783e-01 -9.34059668e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165197e-02 1.83863713e-01 8.24418443e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.7            	p               	-7.94022099e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459664e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.7            	U               	(-1.18957479e-01 -4.84413783e-01 -9.34059668e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165194e-02 1.83863713e-01 8.24418443e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.71           	p               	-7.94022099e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459664e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.71           	U               	(-1.18957478e-01 -4.84413783e-01 -9.34059668e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165191e-02 1.83863713e-01 8.24418443e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.72           	p               	-7.94022099e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459664e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.72           	U               	(-1.18957477e-01 -4.84413784e-01 -9.34059668e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165189e-02 1.83863714e-01 8.24418443e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.73           	p               	-7.94022097e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459665e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.73           	U               	(-1.18957478e-01 -4.84413783e-01 -9.34059439e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165187e-02 1.83863713e-01 8.24418425e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.74           	p               	-7.94022097e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459665e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.74           	U               	(-1.18957478e-01 -4.84413783e-01 -9.34059439e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165186e-02 1.83863713e-01 8.24418425e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.75           	p               	-7.94022095e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459665e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.75           	U               	(-1.18957479e-01 -4.84413783e-01 -9.34059174e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165186e-02 1.83863713e-01 8.24418415e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.76           	p               	-7.94022095e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459665e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.76           	U               	(-1.18957479e-01 -4.84413783e-01 -9.34059174e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165185e-02 1.83863713e-01 8.24418415e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.77           	p               	-7.94022095e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459665e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.77           	U               	(-1.18957480e-01 -4.84413783e-01 -9.34059214e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165188e-02 1.83863713e-01 8.24418420e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.78           	p               	-7.94022096e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459665e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.78           	U               	(-1.18957479e-01 -4.84413783e-01 -9.34059227e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165191e-02 1.83863713e-01 8.24418429e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.79           	p               	-7.94022096e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459665e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.79           	U               	(-1.18957479e-01 -4.84413783e-01 -9.34059227e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165194e-02 1.83863713e-01 8.24418429e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.8            	p               	-7.94022096e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459665e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.8            	U               	(-1.18957479e-01 -4.84413783e-01 -9.34059227e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165197e-02 1.83863713e-01 8.24418429e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.81           	p               	-7.94022096e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459665e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.81           	U               	(-1.18957479e-01 -4.84413783e-01 -9.34059227e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165199e-02 1.83863712e-01 8.24418429e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.82           	p               	-7.94022096e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459665e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.82           	U               	(-1.18957479e-01 -4.84413783e-01 -9.34059227e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165202e-02 1.83863712e-01 8.24418429e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.83           	p               	-7.94022096e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459665e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.83           	U               	(-1.18957479e-01 -4.84413784e-01 -9.34059227e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165204e-02 1.83863712e-01 8.24418429e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.84           	p               	-7.94022104e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459664e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.84           	U               	(-1.18957479e-01 -4.84413784e-01 -9.34059181e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165204e-02 1.83863712e-01 8.24418465e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.85           	p               	-7.94022104e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459664e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.85           	U               	(-1.18957478e-01 -4.84413784e-01 -9.34059181e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165203e-02 1.83863712e-01 8.24418465e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.86           	p               	-7.94022109e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459664e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.86           	U               	(-1.18957478e-01 -4.84413784e-01 -9.34059204e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165198e-02 1.83863712e-01 8.24418482e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.87           	p               	-7.94022109e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459664e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.87           	U               	(-1.18957478e-01 -4.84413784e-01 -9.34059204e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165192e-02 1.83863713e-01 8.24418482e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.88           	p               	-7.94022110e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459664e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.88           	U               	(-1.18957478e-01 -4.84413784e-01 -9.34059125e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165189e-02 1.83863713e-01 8.24418485e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.89           	p               	-7.94022109e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459664e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.89           	U               	(-1.18957478e-01 -4.84413784e-01 -9.34059054e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165186e-02 1.83863713e-01 8.24418480e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.9            	p               	-7.94022109e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459664e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.9            	U               	(-1.18957478e-01 -4.84413785e-01 -9.34059054e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165183e-02 1.83863713e-01 8.24418480e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.91           	p               	-7.94022109e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459664e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.91           	U               	(-1.18957478e-01 -4.84413785e-01 -9.34059054e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165181e-02 1.83863713e-01 8.24418480e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.92           	p               	-7.94022109e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459664e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.92           	U               	(-1.18957478e-01 -4.84413785e-01 -9.34059054e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165179e-02 1.83863713e-01 8.24418480e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.93           	p               	-7.94022109e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459664e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.93           	U               	(-1.18957478e-01 -4.84413785e-01 -9.34059054e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165177e-02 1.83863713e-01 8.24418480e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.94           	p               	-7.94022109e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459664e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.94           	U               	(-1.18957478e-01 -4.84413785e-01 -9.34059054e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165175e-02 1.83863713e-01 8.24418480e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.95           	p               	-7.94022109e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459664e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.95           	U               	(-1.18957478e-01 -4.84413785e-01 -9.34059054e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165174e-02 1.83863713e-01 8.24418480e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.96           	p               	-7.94022103e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459664e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.96           	U               	(-1.18957478e-01 -4.84413785e-01 -9.34058837e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165177e-02 1.83863713e-01 8.24418462e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.97           	p               	-7.94022103e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459664e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.97           	U               	(-1.18957478e-01 -4.84413785e-01 -9.34058837e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165181e-02 1.83863713e-01 8.24418462e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.98           	p               	-7.94022102e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459664e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.98           	U               	(-1.18957478e-01 -4.84413785e-01 -9.34058733e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165186e-02 1.83863713e-01 8.24418457e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
31.99           	p               	-7.94022103e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459663e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
31.99           	U               	(-1.18957478e-01 -4.84413785e-01 -9.34058708e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165191e-02 1.83863713e-01 8.24418467e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
32              	p               	-7.94022103e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459663e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
32              	U               	(-1.18957478e-01 -4.84413785e-01 -9.34058708e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165195e-02 1.83863713e-01 8.24418467e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
32.01           	p               	-7.94022103e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459663e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
32.01           	U               	(-1.18957478e-01 -4.84413785e-01 -9.34058708e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165199e-02 1.83863712e-01 8.24418467e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
32.02           	p               	-7.94022103e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459663e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
32.02           	U               	(-1.18957477e-01 -4.84413785e-01 -9.34058708e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165203e-02 1.83863712e-01 8.24418467e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
32.03           	p               	-7.94022103e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459663e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
32.03           	U               	(-1.18957477e-01 -4.84413785e-01 -9.34058708e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165206e-02 1.83863712e-01 8.24418467e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
32.04           	p               	-7.94022103e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459663e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
32.04           	U               	(-1.18957477e-01 -4.84413785e-01 -9.34058708e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165209e-02 1.83863712e-01 8.24418467e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
32.05           	p               	-7.94022116e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459663e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
32.05           	U               	(-1.18957477e-01 -4.84413785e-01 -9.34058811e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165208e-02 1.83863712e-01 8.24418512e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
32.06           	p               	-7.94022116e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459663e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
32.06           	U               	(-1.18957477e-01 -4.84413785e-01 -9.34058811e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165205e-02 1.83863712e-01 8.24418512e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
32.07           	p               	-7.94022122e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459663e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
32.07           	U               	(-1.18957477e-01 -4.84413786e-01 -9.34058795e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165200e-02 1.83863712e-01 8.24418541e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
32.08           	p               	-7.94022126e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459663e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
